Objective_Value,Total_Load,Total_Load_Consumption,Total_PV_Installed,Total_PV_Supply,Total_BESS_Demand,BESS_to_Load_Percent,PV_to_Load_Percent,P_Loss_Avg,P_Loss_Percent,Avg_Volt_Dev,Max_Voltage_Dev,Voltage_Dev_Percent,Max_Voltage,Min_Voltage,Total_Effective_Iter,Total_Effective_Eval,BESS_Location,Total_Selected_BESS_Demand_per_Bus,Total_Runtime_Seconds,seed,Timestamp
303.101046551428,3715,52455.8,3420,22230,36540,69.6586459457296,42.3785358339783,48.2705121888677,2.20851134199236,0.00854807505252288,0.0241601192974387,2.41601192974387,1,0.975839880702561,1629,280899,14 | 18 | 24 | 26 | 31,3360 | 6240 | 7100 | 5100 | 6580,80.3278649166667,2079273,2025-06-12 01:17:40
