Objective_Value,Total_Load,Total_PV,Total_BESS,PV_to_Load_Percent,BESS_Sup_Percent,Unbalance_Percent,Unbalance_kW,BESS_Cap_Percent,Ploss_Avg,Ploss_Percent,Max_Volt_Dev,Avg_Volt_Dev,Ramp_Rate_Max,Ramp_Rate_Avg,Bus_Placement_1,Bus_Placement_2,Bus_Placement_3,Bus_Placement_4,Bus_Placement_5,BESS_Max_Capacity_1,BESS_Max_Capacity_2,BESS_Max_Capacity_3,BESS_Max_Capacity_4,BESS_Max_Capacity_5,BESS_Max_Output_1,BESS_Max_Output_2,BESS_Max_Output_3,BESS_Max_Output_4,BESS_Max_Output_5,Total_Runtime_Seconds,Iter_Total,Eval_Total,seed,Time_stamp
64.9618222330666,3801.89,22581,22420,42.063840962595,41.7639304894106,0,0,38.2139697864111,115.802939433124,5.17721953215459,0.0472152034680642,0.0080458303727319,6.16666666666667,2.19855072463768,11,26,27,50,61,3314.28571428571,3914.28571428571,5457.14285714286,2157.14285714286,5671.42857142857,530,670,610,430,910,1750.72445916667,1002,100102,2084180,2025-06-12 03:01:21
