Objective_Value,Total_Load,Total_Load_Consumption,Total_PV_Installed,Total_PV_Supply,Total_BESS_Demand,BESS_to_Load_Percent,PV_to_Load_Percent,P_Loss_Avg,P_Loss_Percent,Avg_Volt_Dev,Max_Voltage_Dev,Voltage_Dev_Percent,Max_Voltage,Min_Voltage,Total_Effective_Iter,Total_Effective_Eval,BESS_Location,Total_Selected_BESS_Demand_per_Bus,Total_Runtime_Seconds,seed,Timestamp
314.416591868841,3801.89,53682.6868,3474,22581,37050,69.0166647918226,42.063840962595,51.3083783798245,2.29385143426873,0.00336806384920246,0.016023196612734,1.6023196612734,1,0.983976803387266,2213,408763,26 | 27 | 36 | 50 | 61,3390 | 6080 | 3900 | 5960 | 17200,287.047066208333,2086472,2025-06-12 01:26:09
